entity_text,gold_id,bio_pref,bio_all
Triton X-100,CHEBI:9750,CHEBI:9750,CHEBI:9750
Tris,CHEBI:9754,CHEBI:9754,CHEBI:82282;CHEBI:9754
Triton X-100,CHEBI:9750,CHEBI:9750,CHEBI:9750
pepstatin A,CHEBI:7989,CHEBI:7989,CHEBI:190525;CHEBI:7989
leupeptin,CHEBI:6426,CHEBI:6426,CHEBI:192489;CHEBI:6426
SDS,CHEBI:8984,,CHEBI:8984
tris,CHEBI:9754,CHEBI:9754,CHEBI:82282;CHEBI:9754
tricine,CHEBI:46760,CHEBI:46760,CHEBI:39063;CHEBI:46760
SDS,CHEBI:8984,,CHEBI:8984
Tris,CHEBI:9754,CHEBI:9754,CHEBI:82282;CHEBI:9754
Triton X-100,CHEBI:9750,CHEBI:9750,CHEBI:9750
Fluorogenic,CHEBI:76219,CHEBI:76219,CHEBI:76219
dextran,CHEBI:52071,CHEBI:52071,CHEBI:52071
FITC,CHEBI:37926,,CHEBI:37926
dye,CHEBI:37958,CHEBI:37958,CHEBI:37958
formaldehyde,CHEBI:16842,CHEBI:16842,CHEBI:16842
Reagent,CHEBI:33893,CHEBI:33893,CHEBI:33893
Hydrogen peroxide,CHEBI:16240,CHEBI:16240,CHEBI:16240
hydrogen peroxide,CHEBI:16240,CHEBI:16240,CHEBI:16240
hydrogen peroxide,CHEBI:16240,CHEBI:16240,CHEBI:16240
Electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
mitogen,CHEBI:52290,CHEBI:52290,CHEBI:52290
signaling molecules,CHEBI:62488,,CHEBI:62488
effectors,CHEBI:35224,CHEBI:35224,CHEBI:35224
mitogen,CHEBI:52290,CHEBI:52290,CHEBI:52290
antigen,CHEBI:59132,CHEBI:59132,CHEBI:59132
antigen,CHEBI:59132,CHEBI:59132,CHEBI:59132
inhibitor,CHEBI:35222,CHEBI:35222,CHEBI:35222
inhibitor,CHEBI:35222,CHEBI:35222,CHEBI:35222
inhibitor,CHEBI:35222,CHEBI:35222,CHEBI:35222
effector,CHEBI:35224,CHEBI:35224,CHEBI:35224
effector,CHEBI:35224,CHEBI:35224,CHEBI:35224
Reagents,CHEBI:33893,,CHEBI:33893
FITC,CHEBI:37926,,CHEBI:37926
Texas Red,CHEBI:51247,CHEBI:51247,CHEBI:51247
NP-40,CHEBI:63016,,
sodium deoxycholate,CHEBI:9177,CHEBI:9177,CHEBI:9177
Tris,CHEBI:9754,CHEBI:9754,CHEBI:82282;CHEBI:9754
Cl,CHEBI:17996,,
NaCl,CHEBI:26710,,CHEBI:26710
sodium vanadate,CHEBI:35607,,CHEBI:35607;CHEBI:75221
phenylmethylsulfonyl fluoride,CHEBI:8102,,CHEBI:8102
Triton X-100,CHEBI:9750,CHEBI:9750,CHEBI:9750
NaCl,CHEBI:26710,,CHEBI:26710
sodium deoxycholate,CHEBI:9177,CHEBI:9177,CHEBI:9177
SDS,CHEBI:8984,,CHEBI:8984
antigen,CHEBI:59132,CHEBI:59132,CHEBI:59132
SDS,CHEBI:8984,,CHEBI:8984
nitrocellulose,CHEBI:53325,CHEBI:53325,CHEBI:53325
reagent,CHEBI:33893,CHEBI:33893,CHEBI:33893
digoxigenin,CHEBI:42098,CHEBI:42098,CHEBI:145797;CHEBI:42098
dig,CHEBI:42098,,
NBT,CHEBI:7586,,CHEBI:9505
BCIP,CHEBI:75508,,CHEBI:75508
antigen,CHEBI:59132,CHEBI:59132,CHEBI:59132
sodium citrate,CHEBI:53258,CHEBI:53258,CHEBI:32142;CHEBI:53258
Antigen,CHEBI:59132,CHEBI:59132,CHEBI:59132
reagents,CHEBI:33893,,CHEBI:33893
mitogen,CHEBI:52290,CHEBI:52290,CHEBI:52290
compound,CHEBI:36357,,CHEBI:17905;CHEBI:32900;CHEBI:7772
SDS,CHEBI:8984,,CHEBI:8984
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
Hematoxylin,CHEBI:51686,,CHEBI:51686
cofactor,CHEBI:23357,CHEBI:23357,CHEBI:23357
SDS,CHEBI:8984,,CHEBI:8984
inhibitor,CHEBI:35222,CHEBI:35222,CHEBI:35222
inh,CHEBI:35222,,
SDS,CHEBI:8984,,CHEBI:8984
reagents,CHEBI:33893,,CHEBI:33893
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
pigmented,CHEBI:26130,,CHEBI:151129
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
pigmented,CHEBI:26130,,CHEBI:151129
pigmented,CHEBI:26130,,CHEBI:151129
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
pigmented,CHEBI:26130,,CHEBI:151129
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
pigmented,CHEBI:26130,,CHEBI:151129
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
pigmented,CHEBI:26130,,CHEBI:151129
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
lipid,CHEBI:18059,CHEBI:18059,CHEBI:18059
cyclic nucleotide,CHEBI:23447,CHEBI:23447,CHEBI:23447
molecules,CHEBI:36357,,CHEBI:25367
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
formaldehyde,CHEBI:16842,CHEBI:16842,CHEBI:16842
glutaraldehyde,CHEBI:64276,CHEBI:64276,CHEBI:64276
fixative,CHEBI:50913,CHEBI:50913,CHEBI:50913
formaldehyde,CHEBI:16842,CHEBI:16842,CHEBI:16842
glutaraldehyde,CHEBI:64276,CHEBI:64276,CHEBI:64276
glutaraldehyde,CHEBI:64276,CHEBI:64276,CHEBI:64276
potassium ferrocyanide,CHEBI:30059,,CHEBI:30059
mixture,CHEBI:60004,CHEBI:60004,CHEBI:60004
tannic acid,CHEBI:75211,CHEBI:75211,CHEBI:75211
cacodylate,CHEBI:16223,,
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
solution,CHEBI:75958,CHEBI:75958,CHEBI:75958
glutaraldehyde,CHEBI:64276,CHEBI:64276,CHEBI:64276
formaldehyde,CHEBI:16842,CHEBI:16842,CHEBI:16842
cacodylate,CHEBI:16223,,
ethanol,CHEBI:16236,CHEBI:16236,CHEBI:16236
carbon dioxide,CHEBI:16526,CHEBI:16526,CHEBI:16526
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
Electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
cytochrome c,CHEBI:18070,CHEBI:18070,CHEBI:18070
cytochrome,CHEBI:4056,CHEBI:4056,CHEBI:4056
oligomycin,CHEBI:25675,CHEBI:25675,CHEBI:25675
O2,CHEBI:15379,,
O2,CHEBI:15379,,
dobutamine,CHEBI:4670,CHEBI:4670,CHEBI:4670
dobutamine,CHEBI:4670,CHEBI:4670,CHEBI:4670
lipid,CHEBI:18059,CHEBI:18059,CHEBI:18059
lipid,CHEBI:18059,CHEBI:18059,CHEBI:18059
Electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
triglyceride,CHEBI:17855,CHEBI:17855,CHEBI:17855;CHEBI:88875;CHEBI:88880;CHEBI:88881;CHEBI:88882;CHEBI:88890;CHEBI:88891;CHEBI:88892;CHEBI:88898;CHEBI:88899;CHEBI:88901;CHEBI:88940;CHEBI:88941;CHEBI:88943;CHEBI:88945;CHEBI:88946;CHEBI:88967;CHEBI:88968;CHEBI:88970;CHEBI:88971;CHEBI:88972;CHEBI:88973;CHEBI:88976;CHEBI:88977;CHEBI:88978;CHEBI:88979;CHEBI:88980;CHEBI:88982;CHEBI:88983;CHEBI:88984;CHEBI:88985;CHEBI:88986;CHEBI:88987;CHEBI:88993;CHEBI:88994;CHEBI:88995;CHEBI:88997;CHEBI:88998;CHEBI:88999;CHEBI:89001;CHEBI:89003;CHEBI:89005;CHEBI:89011;CHEBI:89016;CHEBI:89017;CHEBI:89018;CHEBI:89019;CHEBI:89020;CHEBI:89021;CHEBI:89022;CHEBI:89023;CHEBI:89024;CHEBI:89025;CHEBI:89166;CHEBI:89754;CHEBI:89756;CHEBI:89757;CHEBI:89758;CHEBI:89759;CHEBI:89763;CHEBI:89764;CHEBI:89765;CHEBI:89767;CHEBI:89768;CHEBI:89772;CHEBI:89774;CHEBI:89775;CHEBI:89776;CHEBI:89777;CHEBI:89779;CHEBI:89840;CHEBI:89841;CHEBI:89842;CHEBI:89948;CHEBI:89950;CHEBI:89952;CHEBI:89958;CHEBI:89959;CHEBI:89960;CHEBI:89961;CHEBI:89962;CHEBI:89971;CHEBI:90042;CHEBI:90047;CHEBI:90048;CHEBI:90049;CHEBI:90050;CHEBI:90051;CHEBI:90052;CHEBI:90053;CHEBI:90054;CHEBI:90066;CHEBI:90067;CHEBI:90069;CHEBI:90070;CHEBI:90072;CHEBI:90073
fatty acid,CHEBI:35366,CHEBI:35366,CHEBI:35366
fatty acid,CHEBI:35366,CHEBI:35366,CHEBI:35366
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
triglyceride,CHEBI:17855,CHEBI:17855,CHEBI:17855;CHEBI:88875;CHEBI:88880;CHEBI:88881;CHEBI:88882;CHEBI:88890;CHEBI:88891;CHEBI:88892;CHEBI:88898;CHEBI:88899;CHEBI:88901;CHEBI:88940;CHEBI:88941;CHEBI:88943;CHEBI:88945;CHEBI:88946;CHEBI:88967;CHEBI:88968;CHEBI:88970;CHEBI:88971;CHEBI:88972;CHEBI:88973;CHEBI:88976;CHEBI:88977;CHEBI:88978;CHEBI:88979;CHEBI:88980;CHEBI:88982;CHEBI:88983;CHEBI:88984;CHEBI:88985;CHEBI:88986;CHEBI:88987;CHEBI:88993;CHEBI:88994;CHEBI:88995;CHEBI:88997;CHEBI:88998;CHEBI:88999;CHEBI:89001;CHEBI:89003;CHEBI:89005;CHEBI:89011;CHEBI:89016;CHEBI:89017;CHEBI:89018;CHEBI:89019;CHEBI:89020;CHEBI:89021;CHEBI:89022;CHEBI:89023;CHEBI:89024;CHEBI:89025;CHEBI:89166;CHEBI:89754;CHEBI:89756;CHEBI:89757;CHEBI:89758;CHEBI:89759;CHEBI:89763;CHEBI:89764;CHEBI:89765;CHEBI:89767;CHEBI:89768;CHEBI:89772;CHEBI:89774;CHEBI:89775;CHEBI:89776;CHEBI:89777;CHEBI:89779;CHEBI:89840;CHEBI:89841;CHEBI:89842;CHEBI:89948;CHEBI:89950;CHEBI:89952;CHEBI:89958;CHEBI:89959;CHEBI:89960;CHEBI:89961;CHEBI:89962;CHEBI:89971;CHEBI:90042;CHEBI:90047;CHEBI:90048;CHEBI:90049;CHEBI:90050;CHEBI:90051;CHEBI:90052;CHEBI:90053;CHEBI:90054;CHEBI:90066;CHEBI:90067;CHEBI:90069;CHEBI:90070;CHEBI:90072;CHEBI:90073
TAG,CHEBI:17855,,
triglycerides,CHEBI:17855,,CHEBI:17855
fatty acids,CHEBI:35366,,CHEBI:35366
Oleate,CHEBI:30823,CHEBI:30823,CHEBI:16196;CHEBI:30823
lipid,CHEBI:18059,CHEBI:18059,CHEBI:18059
3H,CHEBI:29238,,
palmitate,CHEBI:7896,,CHEBI:15756;CHEBI:7896
oleate,CHEBI:30823,CHEBI:30823,CHEBI:16196;CHEBI:30823
lipid,CHEBI:18059,CHEBI:18059,CHEBI:18059
lipid,CHEBI:18059,CHEBI:18059,CHEBI:18059
fatty acid,CHEBI:35366,CHEBI:35366,CHEBI:35366
fatty acid,CHEBI:35366,CHEBI:35366,CHEBI:35366
fatty acid,CHEBI:35366,CHEBI:35366,CHEBI:35366
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
stearoyl-CoA,CHEBI:15541,CHEBI:15541,CHEBI:15541
diglyceride,CHEBI:18035,,
TAG,CHEBI:17855,,
TAG,CHEBI:17855,,
3H,CHEBI:29238,,
glycerol,CHEBI:17754,CHEBI:17754,CHEBI:17754
TAG,CHEBI:17855,,
3H,CHEBI:29238,,
TAG,CHEBI:17855,,
TAG,CHEBI:17855,,
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234;CHEBI:4167;CHEBI:42758
Glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234;CHEBI:4167;CHEBI:42758
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234;CHEBI:4167;CHEBI:42758
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234;CHEBI:4167;CHEBI:42758
Glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234;CHEBI:4167;CHEBI:42758
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234;CHEBI:4167;CHEBI:42758
chow,CHEBI:33290,,
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234;CHEBI:4167;CHEBI:42758
chow,CHEBI:33290,,
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234;CHEBI:4167;CHEBI:42758
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234;CHEBI:4167;CHEBI:42758
acidic,CHEBI:37527,CHEBI:37527,CHEBI:37527;CHEBI:4305;CHEBI:53092
acidic,CHEBI:37527,CHEBI:37527,CHEBI:37527;CHEBI:4305;CHEBI:53092
fatty acid,CHEBI:35366,CHEBI:35366,CHEBI:35366
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
estrogen,CHEBI:50114,CHEBI:50114,CHEBI:50114
adrenergic agonist,CHEBI:37886,CHEBI:37886,CHEBI:37886
triglyceride,CHEBI:17855,CHEBI:17855,CHEBI:17855;CHEBI:88875;CHEBI:88880;CHEBI:88881;CHEBI:88882;CHEBI:88890;CHEBI:88891;CHEBI:88892;CHEBI:88898;CHEBI:88899;CHEBI:88901;CHEBI:88940;CHEBI:88941;CHEBI:88943;CHEBI:88945;CHEBI:88946;CHEBI:88967;CHEBI:88968;CHEBI:88970;CHEBI:88971;CHEBI:88972;CHEBI:88973;CHEBI:88976;CHEBI:88977;CHEBI:88978;CHEBI:88979;CHEBI:88980;CHEBI:88982;CHEBI:88983;CHEBI:88984;CHEBI:88985;CHEBI:88986;CHEBI:88987;CHEBI:88993;CHEBI:88994;CHEBI:88995;CHEBI:88997;CHEBI:88998;CHEBI:88999;CHEBI:89001;CHEBI:89003;CHEBI:89005;CHEBI:89011;CHEBI:89016;CHEBI:89017;CHEBI:89018;CHEBI:89019;CHEBI:89020;CHEBI:89021;CHEBI:89022;CHEBI:89023;CHEBI:89024;CHEBI:89025;CHEBI:89166;CHEBI:89754;CHEBI:89756;CHEBI:89757;CHEBI:89758;CHEBI:89759;CHEBI:89763;CHEBI:89764;CHEBI:89765;CHEBI:89767;CHEBI:89768;CHEBI:89772;CHEBI:89774;CHEBI:89775;CHEBI:89776;CHEBI:89777;CHEBI:89779;CHEBI:89840;CHEBI:89841;CHEBI:89842;CHEBI:89948;CHEBI:89950;CHEBI:89952;CHEBI:89958;CHEBI:89959;CHEBI:89960;CHEBI:89961;CHEBI:89962;CHEBI:89971;CHEBI:90042;CHEBI:90047;CHEBI:90048;CHEBI:90049;CHEBI:90050;CHEBI:90051;CHEBI:90052;CHEBI:90053;CHEBI:90054;CHEBI:90066;CHEBI:90067;CHEBI:90069;CHEBI:90070;CHEBI:90072;CHEBI:90073
palmitate,CHEBI:7896,,CHEBI:15756;CHEBI:7896
lipid,CHEBI:18059,CHEBI:18059,CHEBI:18059
fatty acid,CHEBI:35366,CHEBI:35366,CHEBI:35366
fatty acid,CHEBI:35366,CHEBI:35366,CHEBI:35366
triglyceride,CHEBI:17855,CHEBI:17855,CHEBI:17855;CHEBI:88875;CHEBI:88880;CHEBI:88881;CHEBI:88882;CHEBI:88890;CHEBI:88891;CHEBI:88892;CHEBI:88898;CHEBI:88899;CHEBI:88901;CHEBI:88940;CHEBI:88941;CHEBI:88943;CHEBI:88945;CHEBI:88946;CHEBI:88967;CHEBI:88968;CHEBI:88970;CHEBI:88971;CHEBI:88972;CHEBI:88973;CHEBI:88976;CHEBI:88977;CHEBI:88978;CHEBI:88979;CHEBI:88980;CHEBI:88982;CHEBI:88983;CHEBI:88984;CHEBI:88985;CHEBI:88986;CHEBI:88987;CHEBI:88993;CHEBI:88994;CHEBI:88995;CHEBI:88997;CHEBI:88998;CHEBI:88999;CHEBI:89001;CHEBI:89003;CHEBI:89005;CHEBI:89011;CHEBI:89016;CHEBI:89017;CHEBI:89018;CHEBI:89019;CHEBI:89020;CHEBI:89021;CHEBI:89022;CHEBI:89023;CHEBI:89024;CHEBI:89025;CHEBI:89166;CHEBI:89754;CHEBI:89756;CHEBI:89757;CHEBI:89758;CHEBI:89759;CHEBI:89763;CHEBI:89764;CHEBI:89765;CHEBI:89767;CHEBI:89768;CHEBI:89772;CHEBI:89774;CHEBI:89775;CHEBI:89776;CHEBI:89777;CHEBI:89779;CHEBI:89840;CHEBI:89841;CHEBI:89842;CHEBI:89948;CHEBI:89950;CHEBI:89952;CHEBI:89958;CHEBI:89959;CHEBI:89960;CHEBI:89961;CHEBI:89962;CHEBI:89971;CHEBI:90042;CHEBI:90047;CHEBI:90048;CHEBI:90049;CHEBI:90050;CHEBI:90051;CHEBI:90052;CHEBI:90053;CHEBI:90054;CHEBI:90066;CHEBI:90067;CHEBI:90069;CHEBI:90070;CHEBI:90072;CHEBI:90073
triglyceride,CHEBI:17855,CHEBI:17855,CHEBI:17855;CHEBI:88875;CHEBI:88880;CHEBI:88881;CHEBI:88882;CHEBI:88890;CHEBI:88891;CHEBI:88892;CHEBI:88898;CHEBI:88899;CHEBI:88901;CHEBI:88940;CHEBI:88941;CHEBI:88943;CHEBI:88945;CHEBI:88946;CHEBI:88967;CHEBI:88968;CHEBI:88970;CHEBI:88971;CHEBI:88972;CHEBI:88973;CHEBI:88976;CHEBI:88977;CHEBI:88978;CHEBI:88979;CHEBI:88980;CHEBI:88982;CHEBI:88983;CHEBI:88984;CHEBI:88985;CHEBI:88986;CHEBI:88987;CHEBI:88993;CHEBI:88994;CHEBI:88995;CHEBI:88997;CHEBI:88998;CHEBI:88999;CHEBI:89001;CHEBI:89003;CHEBI:89005;CHEBI:89011;CHEBI:89016;CHEBI:89017;CHEBI:89018;CHEBI:89019;CHEBI:89020;CHEBI:89021;CHEBI:89022;CHEBI:89023;CHEBI:89024;CHEBI:89025;CHEBI:89166;CHEBI:89754;CHEBI:89756;CHEBI:89757;CHEBI:89758;CHEBI:89759;CHEBI:89763;CHEBI:89764;CHEBI:89765;CHEBI:89767;CHEBI:89768;CHEBI:89772;CHEBI:89774;CHEBI:89775;CHEBI:89776;CHEBI:89777;CHEBI:89779;CHEBI:89840;CHEBI:89841;CHEBI:89842;CHEBI:89948;CHEBI:89950;CHEBI:89952;CHEBI:89958;CHEBI:89959;CHEBI:89960;CHEBI:89961;CHEBI:89962;CHEBI:89971;CHEBI:90042;CHEBI:90047;CHEBI:90048;CHEBI:90049;CHEBI:90050;CHEBI:90051;CHEBI:90052;CHEBI:90053;CHEBI:90054;CHEBI:90066;CHEBI:90067;CHEBI:90069;CHEBI:90070;CHEBI:90072;CHEBI:90073
fatty acid,CHEBI:35366,CHEBI:35366,CHEBI:35366
triglyceride,CHEBI:17855,CHEBI:17855,CHEBI:17855;CHEBI:88875;CHEBI:88880;CHEBI:88881;CHEBI:88882;CHEBI:88890;CHEBI:88891;CHEBI:88892;CHEBI:88898;CHEBI:88899;CHEBI:88901;CHEBI:88940;CHEBI:88941;CHEBI:88943;CHEBI:88945;CHEBI:88946;CHEBI:88967;CHEBI:88968;CHEBI:88970;CHEBI:88971;CHEBI:88972;CHEBI:88973;CHEBI:88976;CHEBI:88977;CHEBI:88978;CHEBI:88979;CHEBI:88980;CHEBI:88982;CHEBI:88983;CHEBI:88984;CHEBI:88985;CHEBI:88986;CHEBI:88987;CHEBI:88993;CHEBI:88994;CHEBI:88995;CHEBI:88997;CHEBI:88998;CHEBI:88999;CHEBI:89001;CHEBI:89003;CHEBI:89005;CHEBI:89011;CHEBI:89016;CHEBI:89017;CHEBI:89018;CHEBI:89019;CHEBI:89020;CHEBI:89021;CHEBI:89022;CHEBI:89023;CHEBI:89024;CHEBI:89025;CHEBI:89166;CHEBI:89754;CHEBI:89756;CHEBI:89757;CHEBI:89758;CHEBI:89759;CHEBI:89763;CHEBI:89764;CHEBI:89765;CHEBI:89767;CHEBI:89768;CHEBI:89772;CHEBI:89774;CHEBI:89775;CHEBI:89776;CHEBI:89777;CHEBI:89779;CHEBI:89840;CHEBI:89841;CHEBI:89842;CHEBI:89948;CHEBI:89950;CHEBI:89952;CHEBI:89958;CHEBI:89959;CHEBI:89960;CHEBI:89961;CHEBI:89962;CHEBI:89971;CHEBI:90042;CHEBI:90047;CHEBI:90048;CHEBI:90049;CHEBI:90050;CHEBI:90051;CHEBI:90052;CHEBI:90053;CHEBI:90054;CHEBI:90066;CHEBI:90067;CHEBI:90069;CHEBI:90070;CHEBI:90072;CHEBI:90073
triglyceride,CHEBI:17855,CHEBI:17855,CHEBI:17855;CHEBI:88875;CHEBI:88880;CHEBI:88881;CHEBI:88882;CHEBI:88890;CHEBI:88891;CHEBI:88892;CHEBI:88898;CHEBI:88899;CHEBI:88901;CHEBI:88940;CHEBI:88941;CHEBI:88943;CHEBI:88945;CHEBI:88946;CHEBI:88967;CHEBI:88968;CHEBI:88970;CHEBI:88971;CHEBI:88972;CHEBI:88973;CHEBI:88976;CHEBI:88977;CHEBI:88978;CHEBI:88979;CHEBI:88980;CHEBI:88982;CHEBI:88983;CHEBI:88984;CHEBI:88985;CHEBI:88986;CHEBI:88987;CHEBI:88993;CHEBI:88994;CHEBI:88995;CHEBI:88997;CHEBI:88998;CHEBI:88999;CHEBI:89001;CHEBI:89003;CHEBI:89005;CHEBI:89011;CHEBI:89016;CHEBI:89017;CHEBI:89018;CHEBI:89019;CHEBI:89020;CHEBI:89021;CHEBI:89022;CHEBI:89023;CHEBI:89024;CHEBI:89025;CHEBI:89166;CHEBI:89754;CHEBI:89756;CHEBI:89757;CHEBI:89758;CHEBI:89759;CHEBI:89763;CHEBI:89764;CHEBI:89765;CHEBI:89767;CHEBI:89768;CHEBI:89772;CHEBI:89774;CHEBI:89775;CHEBI:89776;CHEBI:89777;CHEBI:89779;CHEBI:89840;CHEBI:89841;CHEBI:89842;CHEBI:89948;CHEBI:89950;CHEBI:89952;CHEBI:89958;CHEBI:89959;CHEBI:89960;CHEBI:89961;CHEBI:89962;CHEBI:89971;CHEBI:90042;CHEBI:90047;CHEBI:90048;CHEBI:90049;CHEBI:90050;CHEBI:90051;CHEBI:90052;CHEBI:90053;CHEBI:90054;CHEBI:90066;CHEBI:90067;CHEBI:90069;CHEBI:90070;CHEBI:90072;CHEBI:90073
fatty acids,CHEBI:35366,,CHEBI:35366
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234;CHEBI:4167;CHEBI:42758
chow,CHEBI:33290,,
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234;CHEBI:4167;CHEBI:42758
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234;CHEBI:4167;CHEBI:42758
lipid,CHEBI:18059,CHEBI:18059,CHEBI:18059
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234;CHEBI:4167;CHEBI:42758
phosphoenolpyruvate,CHEBI:18021,CHEBI:18021,CHEBI:18021;CHEBI:44897;CHEBI:58702
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234;CHEBI:4167;CHEBI:42758
estrogen,CHEBI:50114,CHEBI:50114,CHEBI:50114
G418,CHEBI:42768,,CHEBI:195256;CHEBI:42768
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
Food,CHEBI:33290,CHEBI:33290,CHEBI:33290
reagents,CHEBI:33893,,CHEBI:33893
reagents,CHEBI:33893,,CHEBI:33893
saponin,CHEBI:26605,CHEBI:26605,CHEBI:26605
rotenone,CHEBI:28201,CHEBI:28201,CHEBI:28201
chloral hydrate,CHEBI:28142,CHEBI:28142,CHEBI:28142
MgCl2,CHEBI:6636,,CHEBI:6636
imidazole,CHEBI:14434,CHEBI:14434,CHEBI:14434;CHEBI:16069;CHEBI:50059
MES,CHEBI:39010,CHEBI:39010,CHEBI:39005;CHEBI:39010
taurine,CHEBI:15891,CHEBI:15891,CHEBI:15891;CHEBI:507393
PCr,CHEBI:17287,,
KH2PO4,CHEBI:63036,,CHEBI:30444
DTT,CHEBI:18320,,CHEBI:18320
saponin,CHEBI:26605,CHEBI:26605,CHEBI:26605
MgCl2,CHEBI:6636,,CHEBI:6636
imidazole,CHEBI:14434,CHEBI:14434,CHEBI:14434;CHEBI:16069;CHEBI:50059
MES,CHEBI:39010,CHEBI:39010,CHEBI:39005;CHEBI:39010
taurine,CHEBI:15891,CHEBI:15891,CHEBI:15891;CHEBI:507393
KH2PO4,CHEBI:63036,,CHEBI:30444
DTT,CHEBI:18320,,CHEBI:18320
cytochrome c,CHEBI:18070,CHEBI:18070,CHEBI:18070
oligomycin,CHEBI:25675,CHEBI:25675,CHEBI:25675
O2,CHEBI:15379,,
O2,CHEBI:15379,,
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234;CHEBI:4167;CHEBI:42758
Glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234;CHEBI:4167;CHEBI:42758
solution,CHEBI:75958,CHEBI:75958,CHEBI:75958
D-glucose,CHEBI:17634,CHEBI:17634,CHEBI:17634;CHEBI:4167;CHEBI:42758
human insulin,CHEBI:5931,,CHEBI:5931
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234;CHEBI:4167;CHEBI:42758
GLUCOSE,CHEBI:17234,CHEBI:17234,CHEBI:17234;CHEBI:4167;CHEBI:42758
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
glutaraldehyde,CHEBI:64276,CHEBI:64276,CHEBI:64276
sodium cacodylate,CHEBI:62956,,CHEBI:62956
ethanol,CHEBI:16236,CHEBI:16236,CHEBI:16236
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
H,CHEBI:51686,,
alcohol,CHEBI:30879,CHEBI:30879,CHEBI:16236;CHEBI:30879
Fatty acid,CHEBI:35366,CHEBI:35366,CHEBI:35366
